movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Inside Man ,230,129,0,277,18000,88504640,Crime|Drama|Mystery|Thriller,273108,19148,2,646,USA,R,45000000,2006,412,7.6,2.35,0
Payback ,143,90,241,416,1000,81517441,Action|Crime|Drama|Thriller,111368,3148,1,394,USA,R,50000000,1999,495,7.1,2.35,0
Congo ,55,109,155,293,426,81022333,Action|Adventure|Mystery|Sci-Fi,34471,1761,0,147,USA,PG-13,50000000,1995,387,5,1.85,0
We Bought a Zoo ,257,124,488,1000,19000,75621915,Comedy|Drama|Family,111003,36873,3,199,USA,PG,,2011,13000,7.1,1.85,22000
Knowing ,279,121,295,329,12000,79948113,Drama|Mystery|Sci-Fi|Thriller,186879,13421,0,791,USA,PG-13,50000000,2009,748,6.2,2.35,0
Failure to Launch ,143,95,9,11000,14000,88658172,Comedy|Romance,58412,37967,2,242,USA,PG-13,50000000,2006,11000,5.6,2.35,2000
The Ring Two ,196,128,62,874,6000,75888270,Horror|Mystery,71153,10163,0,560,USA,PG-13,,2005,989,5.4,1.85,0
"Crazy, Stupid, Love. ",310,118,43,7000,33000,84244877,Comedy|Drama|Romance,375456,57426,7,292,USA,PG-13,50000000,2011,15000,7.4,2.39,44000
Garfield ,116,80,12,58,13000,75367693,Animation|Comedy|Family|Fantasy,58961,13430,0,232,USA,PG,35000000,2004,258,5,1.85,795
Christmas with the Kranks ,105,99,148,660,2000,73701902,Comedy|Family,27548,6729,1,209,USA,PG,60000000,2004,843,5.2,2.35,0
Moneyball ,419,133,152,11000,22000,75605492,Biography|Drama|Sport,283563,53094,1,312,USA,PG-13,50000000,2011,18000,7.6,1.85,27000
Outbreak ,64,127,249,808,18000,67823573,Action|Drama|Thriller,91176,30383,3,130,USA,R,50000000,1995,11000,6.6,1.85,0
Non-Stop ,359,106,174,660,14000,91439400,Action|Mystery|Thriller,200647,16967,0,384,UK,PG-13,50000000,2014,664,7,2.35,24000
Race to Witch Mountain ,166,98,99,433,12000,67128202,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,43328,14007,3,110,USA,PG,65000000,2009,536,5.7,2.35,0
V for Vendetta ,525,132,160,443,20000,70496802,Action|Drama|Thriller,791783,22417,1,2042,USA,R,54000000,2005,979,8.2,2.35,48000
Shanghai Knights ,165,114,71,55,154,60470220,Action|Adventure|Comedy,81444,428,2,192,USA,PG-13,50000000,2003,131,6.2,2.35,955
Unforgotten ,2,45,,132,416,,Crime|Drama,1824,1816,2,9,UK,,,,171,7.9,,0
Curious George ,87,78,5,1000,8000,58336565,Adventure|Animation|Comedy|Family,12845,11124,0,118,USA,G,50000000,2006,2000,6.6,1.85,624
Herbie Fully Loaded ,117,101,23,541,660,66002004,Adventure|Comedy|Family|Fantasy|Romance|Sport,36431,2177,1,168,USA,G,50000000,2005,651,4.7,1.85,1000
Don't Say a Word ,113,113,39,477,1000,54997476,Crime|Drama|Mystery|Thriller,40362,3341,0,248,USA,R,50000000,2001,912,6.3,2.35,970
Hansel & Gretel: Witch Hunters ,349,98,75,467,10000,55682070,Action|Fantasy|Horror,159868,11946,2,304,Germany,R,50000000,2013,520,6.1,2.35,45000
Unfaithful ,152,124,213,372,838,52752475,Drama|Thriller,63067,2583,0,533,USA,R,50000000,2002,593,6.7,1.85,0
I Am Number Four ,288,109,154,144,15000,55092830,Action|Adventure|Sci-Fi|Thriller,195043,15608,1,329,USA,PG-13,60000000,2011,348,6.1,1.85,27000
Syriana ,358,128,79,414,13000,50815288,Drama|Thriller,109188,14747,0,625,USA,R,50000000,2005,903,7,2.35,0
13 Hours ,204,144,0,681,769,52822418,Action|Drama|Thriller|War,47764,3580,0,219,USA,R,50000000,2016,726,7.4,2.35,44000
The Book of Life ,156,95,34,679,17000,50150619,Adventure|Animation|Comedy|Family|Fantasy|Romance,45580,19513,1,102,USA,PG,50000000,2014,995,7.3,2.35,18000
Firewall ,171,105,12,935,87000,48745150,Crime|Thriller,50170,101383,1,306,USA,PG-13,50000000,2006,11000,5.8,2.35,773
Absolute Power ,76,121,16000,826,16000,50007168,Action|Crime|Drama|Thriller,39529,19139,0,142,USA,R,50000000,1997,1000,6.7,2.35,1000
G.I. Jane ,97,125,0,957,10000,48154732,Action|Drama|War,60326,15569,1,142,USA,R,50000000,1997,2000,5.8,2.35,2000
The Game ,157,129,21000,283,495,48265581,Drama|Mystery|Thriller,261069,1397,1,506,USA,R,50000000,1997,294,7.8,2.35,25000
Silent Hill ,267,132,50,368,992,46982632,Adventure|Horror|Mystery,172792,1933,0,1740,Canada,R,50000000,2006,495,6.6,2.35,0
The Replacements ,118,118,41,585,18000,44737059,Comedy|Sport,48322,24024,1,261,USA,PG-13,50000000,2000,4000,6.5,1.85,0
American Reunion ,291,113,22,1000,3000,56724080,Comedy,172112,8398,7,181,USA,R,50000000,2012,1000,6.7,1.85,39000
The Negotiator ,68,140,473,294,18000,44484065,Action|Crime|Drama|Mystery|Thriller,107227,20152,2,279,Germany,R,50000000,1998,822,7.3,2.35,3000
Into the Storm ,228,89,77,159,490,47553512,Action|Thriller,54101,1367,0,210,USA,PG-13,50000000,2014,298,5.8,1.85,15000
Beverly Hills Cop III ,36,104,644,174,437,42610000,Action|Comedy|Crime|Thriller,60293,1093,1,114,USA,R,55000000,1994,289,5.5,1.85,669
Gremlins 2: The New Batch ,105,106,287,767,16000,41482207,Comedy|Fantasy|Horror,68428,19610,0,148,USA,PG-13,50000000,1990,823,6.3,1.85,0
The Judge ,276,141,71,3000,21000,47105085,Crime|Drama,136973,30183,1,275,USA,R,50000000,2014,3000,7.4,2.35,47000
The Peacemaker ,93,124,75,258,294,41256277,Action|Thriller,46451,1289,2,156,USA,R,50000000,1997,273,5.9,2.35,0
Resident Evil: Apocalypse ,191,98,38,706,14000,50740078,Action|Horror|Sci-Fi|Thriller,151580,16791,1,672,Germany,R,45000000,2004,919,6.2,2.35,0
Bridget Jones: The Edge of Reason ,143,108,17,186,14000,40203020,Comedy|Drama|Romance,74315,15634,1,259,UK,R,40000000,2004,1000,5.9,2.35,0
Out of Time ,124,114,73,323,18000,40905277,Crime|Drama|Romance|Thriller,45895,19739,3,157,USA,R,50000000,2003,886,6.5,2.35,1000
On Deadly Ground ,47,101,0,158,854,38590500,Action|Adventure|Thriller,17997,1860,1,140,USA,R,50000000,1994,643,4.4,2.35,812
The Adventures of Sharkboy and Lavagirl 3-D ,66,93,0,717,12000,39177541,Action|Adventure|Family|Fantasy,20310,14899,1,177,USA,PG,50000000,2005,722,3.5,1.85,0
The Beach ,118,119,0,39,29000,39778599,Adventure|Drama|Thriller,176169,29461,0,548,USA,R,50000000,2000,414,6.6,2.35,0
Raising Helen ,93,119,0,434,627,37486138,Comedy|Drama|Romance,30890,2052,1,106,USA,PG-13,50000000,2004,508,6,1.85,718
Ninja Assassin ,235,99,160,72,330,38105077,Action|Crime|Thriller,58349,701,0,194,USA,R,40000000,2009,119,6.4,2.35,0
For Love of the Game ,113,137,0,432,24000,35168395,Drama|Romance|Sport,26034,25469,0,226,USA,PG-13,50000000,1999,743,6.5,2.35,0
A Touch of Frost ,14,105,,5,325,,Crime|Drama|Mystery,4438,344,1,33,UK,,,,7,7.8,1.33,361
Striptease ,51,117,31,210,2000,32800000,Comedy|Crime|Drama|Thriller,34896,3016,1,118,USA,R,40000000,1996,472,4.3,1.85,877
Marmaduke ,98,87,9,1000,15000,33643461,Comedy|Family,11257,20061,0,65,USA,PG,50000000,2010,2000,4.2,2.35,0
Hereafter ,315,129,16000,447,13000,32741596,Drama|Fantasy,80140,14344,0,323,USA,PG-13,50000000,2010,563,6.5,2.35,16000
Murder by Numbers ,136,115,58,401,33000,31874869,Crime|Mystery|Thriller,43574,34606,0,302,USA,R,50000000,2002,455,6.1,1.85,0
Assassins ,61,132,503,282,45000,30306268,Action|Crime|Thriller,62981,58528,0,84,France,R,50000000,1995,13000,6.3,1.85,0
Hannibal Rising ,209,131,73,163,879,27667947,Crime|Drama|Thriller,86374,1344,0,392,UK,R,50000000,2007,184,6.2,2.35,3000
The Story of Us ,99,95,0,323,13000,27067160,Comedy|Drama|Romance,18404,14706,1,150,USA,R,50000000,1999,559,5.9,1.85,0
The Host ,298,125,487,201,430,26616999,Action|Adventure|Romance|Sci-Fi|Thriller,92461,1300,3,347,USA,PG-13,40000000,2013,329,5.9,2.35,43000
Basic ,131,98,323,511,933,26536120,Action|Crime|Drama|Mystery|Thriller,49926,3357,0,286,Germany,R,50000000,2003,631,6.5,2.35,0
Blood Work ,146,110,16000,581,16000,26199517,Action|Crime|Drama|Mystery|Thriller,34356,18635,1,260,USA,R,50000000,2002,1000,6.4,2.35,705
The International ,245,118,670,294,6000,25450527,Action|Crime|Drama|Mystery|Thriller,80196,7654,0,190,USA,R,50000000,2009,450,6.5,2.35,0
Escape from L.A. ,104,101,0,764,12000,25407250,Action|Adventure|Sci-Fi|Thriller,54021,15935,0,227,USA,R,50000000,1996,898,5.7,2.35,0
Twisted ,4,60,,398,629,,Drama|Mystery|Thriller,7945,2758,2,22,USA,,,,512,7.5,16,915
The Iron Giant ,162,90,663,521,14000,23159305,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,128455,16358,1,514,USA,PG,70000000,1999,631,8,2.35,0
The Life Aquatic with Steve Zissou ,259,119,0,639,13000,24006726,Adventure|Comedy|Drama,139535,15757,8,632,USA,R,50000000,2004,1000,7.3,2.35,0
Free State of Jones ,79,139,378,303,11000,20389967,Action|Biography|Drama|History|War,3077,12786,1,47,USA,R,50000000,2016,552,6.7,1.85,10000
The Life of David Gale ,141,130,317,256,18000,19593740,Crime|Drama|Thriller,88270,32637,0,420,USA,R,50000000,2003,14000,7.5,2.35,0
Man of the House ,59,100,65,730,1000,19118247,Action|Comedy,19829,6171,5,94,USA,PG-13,40000000,2005,923,5.4,2.35,779
Run All Night ,236,114,174,655,14000,26442251,Action|Crime|Drama|Thriller,76010,16992,2,205,USA,R,50000000,2015,988,6.6,2.35,15000
Eastern Promises ,356,96,0,509,10000,17114882,Crime|Mystery|Thriller,189249,17211,1,398,USA,R,25000000,2007,6000,7.7,1.85,0
Into the Blue ,120,110,134,795,23000,18472363,Action|Adventure|Crime|Thriller,63599,25049,3,208,USA,PG-13,50000000,2005,1000,5.8,2.35,0
The Messenger: The Story of Joan of Arc ,111,158,0,15,51,14131298,Adventure|Biography|Drama|History|War,55889,144,0,390,France,R,390000000,1999,40,6.4,2.35,0
Your Highness ,208,102,234,11000,20000,21557240,Adventure|Comedy|Fantasy,85237,45202,3,274,USA,R,49900000,2011,11000,5.6,2.35,18000
Dream House ,174,84,260,692,6000,21283440,Drama|Mystery|Thriller,46239,8018,0,137,USA,PG-13,55000000,2011,694,6,2.35,0
Mad City ,59,115,333,317,972,10556196,Crime|Drama|Thriller,16562,2606,2,73,USA,PG-13,50000000,1997,713,6.2,2.35,697
Baby's Day Out ,22,99,32,479,1000,16671505,Adventure|Comedy|Crime|Drama|Family,33186,2949,1,78,USA,PG,50000000,1994,619,5.9,1.85,0
The Scarlet Letter ,34,135,596,2000,10000,10400000,Drama|Romance,12037,15820,1,90,USA,R,50000000,1995,3000,5.1,2.35,943
Fair Game ,214,108,218,405,6000,9528092,Biography|Drama|Thriller,38513,10191,2,127,USA,PG-13,22000000,2010,3000,6.8,2.35,9000
Defiance ,28,43,,600,3000,,Action|Drama|Sci-Fi,33535,5381,3,149,USA,TV-MA,,,845,7,1.78,0
Domino ,186,127,12000,897,984,10137232,Action|Biography|Crime|Drama|Thriller,58015,5702,0,374,France,R,50000000,2005,940,6,2.35,0
Jade ,50,107,607,602,2000,9795017,Crime|Drama|Thriller,9227,5461,0,70,USA,R,50000000,1995,979,5.1,1.85,422
Gamer ,180,95,83,1000,18000,20488579,Action|Sci-Fi|Thriller,113483,29926,1,245,USA,R,50000000,2009,8000,5.8,1.85,0
Beautiful Creatures ,231,124,98,592,1000,19445217,Drama|Fantasy|Romance,67796,3580,7,258,USA,PG-13,60000000,2013,852,6.2,2.35,14000
Death to Smoochy ,105,109,0,809,49000,8355815,Comedy|Crime|Drama|Thriller,34730,52885,2,341,UK,R,55000000,2002,811,6.4,1.85,0
Zoolander 2 ,226,102,0,1000,14000,28837115,Comedy,34964,24107,4,150,USA,PG-13,50000000,2016,8000,4.8,2.35,28000
The Big Bounce ,75,88,5,338,11000,6471394,Comedy|Crime,15880,11972,5,93,USA,PG-13,50000000,2004,387,4.9,2.35,288
What Planet Are You From? ,82,87,0,591,2000,6291602,Comedy|Sci-Fi,8070,3954,0,91,USA,R,50000000,2000,602,5.6,1.85,255
Drive Angry ,296,104,71,982,12000,10706786,Action|Fantasy|Thriller,81800,16481,1,211,USA,R,50000000,2011,2000,5.5,1.85,15000
Street Fighter: The Legend of Chun-Li ,103,96,43,77,841,8742261,Action|Crime|Drama|Mystery|Thriller,19824,1385,2,179,Canada,PG-13,18000000,2009,342,3.7,2.35,0
The One ,98,85,70,848,26000,43905746,Action|Sci-Fi|Thriller,77684,32831,1,294,USA,PG-13,49000000,2001,5000,5.9,2.35,0
Outlander ,30,64,,184,1000,,Drama|Romance|Sci-Fi,50391,1863,8,148,USA,TV-MA,,,531,8.5,16,31000
The Adventures of Ford Fairlane ,48,104,212,380,879,21413502,Action|Adventure|Comedy|Crime|Music|Mystery,14429,2795,5,113,USA,R,40000000,1990,560,6.3,2.35,2000
Pirate Radio ,195,135,628,830,22000,7994115,Comedy|Drama|Music,90932,24316,2,209,UK,R,,2009,882,7.4,2.35,21000
Traffic ,223,190,0,215,599,124107476,Crime|Drama|Thriller,170684,1418,0,867,USA,R,48000000,2000,399,7.6,1.85,0
Indiana Jones and the Last Crusade ,149,127,14000,440,11000,197171806,Action|Adventure|Fantasy,515306,12884,5,477,USA,PG-13,48000000,1989,844,8.3,2.35,0
Anna Karenina ,324,129,456,0,2000,12802907,Drama|Romance,70886,2035,1,226,UK,R,,2012,35,6.6,2.35,36000
Chappie ,371,120,662,502,20000,31569268,Action|Crime|Drama|Sci-Fi|Thriller,172965,23051,0,627,USA,R,49000000,2015,2000,6.9,2.35,67000
The Bone Collector ,75,118,176,308,18000,66488090,Crime|Drama|Mystery|Thriller,120202,29748,2,397,USA,R,48000000,1999,11000,6.7,2.35,0
Panic Room ,233,112,21000,237,17000,95308367,Crime|Drama|Thriller,206104,18141,0,850,USA,R,48000000,2002,324,6.8,2.35,0
The Tooth Fairy ,32,89,42,235,598,,Horror|Thriller,1263,2353,0,32,USA,,1500000,2006,555,4.6,1.78,352
Three Kings ,150,114,737,393,2000,60652036,Action|Adventure|Comedy|Drama|War,137854,3743,1,560,USA,R,48000000,1999,490,7.1,2.35,3000
Child 44 ,172,137,79,194,27000,1206135,Crime|Drama|Thriller,40568,27666,3,185,Czech Republic,R,50000000,2015,254,6.4,2.35,18000
Rat Race ,103,112,109,261,779,56607223,Adventure|Comedy,93367,1823,8,497,Canada,PG-13,48000000,2001,629,6.4,2.35,0
K-PAX ,140,120,34,1000,18000,50173190,Drama|Mystery|Sci-Fi,148490,33615,1,537,USA,PG-13,48000000,2001,12000,7.4,2.35,0
Kate & Leopold ,125,123,446,821,20000,47095453,Comedy|Fantasy|Romance,64595,22209,1,316,USA,PG-13,48000000,2001,1000,6.4,1.85,0
Bedazzled ,125,93,11000,484,3000,37879996,Comedy|Fantasy|Romance,81888,5390,2,254,USA,PG-13,48000000,2000,575,6,2.35,0
The Cotton Club ,36,123,0,886,12000,25900000,Crime|Drama|Music,12771,18793,1,84,USA,R,58000000,1984,5000,6.5,1.85,828
3:10 to Yuma ,295,122,446,600,23000,53574088,Adventure|Crime|Drama|Western,237872,33548,1,560,USA,R,55000000,2007,8000,7.8,2.35,0
Taken 3 ,222,115,118,482,14000,89253340,Action|Thriller,133436,16967,0,323,France,PG-13,48000000,2014,794,6,2.35,38000
Out of Sight ,158,123,0,23,3000,37339525,Crime|Drama|Romance|Thriller,71708,3768,1,307,USA,R,48000000,1998,745,7,1.85,0
The Cable Guy ,72,96,0,302,2000,60154431,Comedy|Drama|Thriller,122347,3718,1,345,USA,PG-13,47000000,1996,1000,6,2.35,0
Earth ,34,110,375,59,113,528972,Drama|Romance|War,5639,371,0,55,India,Unrated,,1998,102,7.8,,522
Dick Tracy ,72,105,631,327,678,103738726,Action|Comedy|Crime|Music|Romance|Thriller,47819,2096,1,164,USA,PG,100000000,1990,631,6.1,1.85,2000
The Thomas Crown Affair ,152,113,323,835,1000,69304264,Crime|Romance|Thriller,73068,4660,0,419,USA,R,48000000,1999,977,6.8,2.35,0
Riding in Cars with Boys ,89,132,545,807,919,29781453,Biography|Comedy|Drama,22447,4796,1,210,USA,PG-13,48000000,2001,811,6.4,1.85,0
First Blood ,145,93,270,535,13000,,Action|Adventure|Drama,172489,15192,1,376,USA,R,14000000,1982,954,7.7,2.35,0
Solaris ,144,115,0,12,29,,Drama|Mystery|Sci-Fi,54057,95,0,236,Soviet Union,PG,1000000,1972,29,8.1,2.35,0
Happily N'Ever After ,93,75,0,677,4000,15519841,Adventure|Animation|Comedy|Family|Fantasy,8693,6863,3,71,USA,PG,47000000,2006,769,4.5,1.85,261
Mary Reilly ,46,108,350,77,8000,5600000,Drama|Horror|Romance|Thriller,11913,8349,1,97,USA,R,47000000,1996,115,5.8,1.85,616
My Best Friend's Wedding ,84,105,29,692,8000,126805112,Comedy|Romance,98199,12344,1,169,USA,PG-13,46000000,1997,1000,6.3,2.35,0
America's Sweethearts ,142,102,148,135,8000,93607673,Comedy|Romance,47573,9176,4,343,USA,PG-13,48000000,2001,973,5.7,2.35,881
Insomnia ,185,118,22000,319,14000,67263182,Drama|Mystery|Thriller,218771,15658,0,651,USA,R,46000000,2002,509,7.2,2.35,0
Star Trek: First Contact ,143,111,906,906,1000,92001027,Action|Adventure|Drama|Sci-Fi|Thriller,97838,6315,2,286,USA,PG-13,45000000,1996,1000,7.6,2.35,3000
Jonah Hex ,178,81,39,364,13000,10539414,Action|Drama|Fantasy|Thriller|Western,45729,14619,1,176,USA,PG-13,47000000,2010,541,4.7,2.35,0
Courage Under Fire ,65,116,380,826,18000,58918501,Action|Drama|Mystery|Thriller|War,40126,33233,1,107,USA,R,46000000,1996,13000,6.6,1.85,975
Liar Liar ,73,86,293,255,509,181395380,Comedy|Fantasy|Romance,220392,2070,1,243,USA,PG-13,45000000,1997,418,6.8,1.85,0
The Infiltrator ,72,127,65,345,788,14946229,Biography|Crime|Drama|Thriller,2581,2104,1,29,UK,R,25000000,2016,423,7.3,2.35,0
Inchon ,10,140,92,522,1000,,Drama|History|War,491,2704,1,16,South Korea,PG,48000000,1981,623,2.7,2.35,115
The Flintstones ,35,91,32,628,924,130512915,Comedy|Family|Fantasy,60884,3244,2,85,USA,PG,45000000,1994,664,4.8,1.33,0
Taken 2 ,358,98,118,558,14000,139852971,Action|Crime|Thriller,238671,16410,0,461,France,PG-13,45000000,2012,935,6.3,2.35,63000
Scary Movie 3 ,151,84,119,750,807,110000082,Comedy,111526,3629,7,347,USA,PG-13,48000000,2003,780,5.5,1.85,0
Miss Congeniality ,140,109,80,213,545,106807667,Action|Comedy|Crime|Romance,137377,1574,1,370,USA,PG-13,45000000,2000,337,6.2,1.85,0
Journey to the Center of the Earth ,201,93,40,311,14000,101702060,Action|Adventure|Family|Fantasy|Sci-Fi,85323,17925,0,212,USA,PG,45000000,2008,3000,5.8,1.85,0
The Princess Diaries 2: Royal Engagement ,77,113,0,995,11000,95149435,Comedy|Family|Romance,53687,15362,2,152,USA,G,40000000,2004,1000,5.7,1.85,1000
The Pelican Brief ,43,141,79,956,18000,100768056,Crime|Drama|Mystery|Thriller,59569,30063,0,89,USA,PG-13,45000000,1993,8000,6.5,2.35,0
The Client ,39,119,541,551,821,92115211,Crime|Drama|Mystery|Thriller,45798,4043,3,94,USA,PG-13,45000000,1994,577,6.7,2.35,1000
The Bucket List ,207,97,0,760,11000,93452056,Adventure|Comedy|Drama,184795,14868,1,310,USA,PG-13,45000000,2007,2000,7.4,1.85,22000
Patriot Games ,47,117,176,308,11000,83287363,Action|Thriller,81442,12757,1,137,USA,R,45000000,1992,530,6.9,2.35,0
Monster-in-Law ,132,101,126,586,3000,82931301,Comedy|Romance,43358,6292,0,228,Germany,PG-13,60000000,2005,949,5.5,2.35,0
Prisoners ,454,153,777,1000,20000,60962878,Crime|Drama|Mystery|Thriller,383591,37321,2,620,USA,R,46000000,2013,15000,8.1,1.85,86000
Training Day ,109,122,845,854,18000,76261036,Crime|Drama|Thriller,305929,22370,2,633,USA,R,45000000,2001,881,7.7,2.35,0
Galaxy Quest ,213,102,23,436,25000,71423726,Adventure|Comedy|Sci-Fi,123558,26998,3,609,USA,PG,45000000,1999,724,7.3,2.35,19000
Scary Movie 2 ,127,83,322,179,1000,71277420,Comedy,119590,1645,7,548,USA,R,45000000,2001,422,5.2,1.85,0
The Muppets ,398,103,33,84,970,88625922,Adventure|Comedy|Family|Musical,75176,1336,3,252,USA,PG,45000000,2011,91,7.1,1.85,26000
Blade ,184,110,45,595,886,70001065,Action|Horror,191437,3174,1,582,USA,R,45000000,1998,650,7.1,2.35,0
Coach Carter ,127,136,49,730,17000,67253092,Drama|Sport,92702,20299,0,209,USA,PG-13,30000000,2005,807,7.2,2.35,0
Changing Lanes ,167,91,50,67,521,66790248,Drama|Thriller,57281,758,0,350,USA,R,45000000,2002,108,6.5,2.35,0
Anaconda ,119,89,49,514,2000,65557989,Action|Adventure|Horror|Thriller,73539,3717,0,271,USA,PG-13,45000000,1997,902,4.6,2.35,0
Coyote Ugly ,155,107,18,560,811,60786269,Comedy|Drama|Music|Romance,90539,3106,5,379,USA,PG-13,45000000,2000,625,5.6,2.35,0
Love Actually ,218,129,628,548,14000,59365105,Comedy|Drama|Romance,318634,28886,9,1004,UK,R,45000000,2003,14000,7.7,2.35,52000
A Bug's Life ,117,95,487,1000,18000,162792677,Adventure|Animation|Comedy|Family|Fantasy,211226,24205,0,317,USA,G,120000000,1998,1000,7.2,2.35,0
From Hell ,208,122,117,140,40000,31598308,Horror|Mystery|Thriller,124765,41636,1,541,USA,R,35000000,2001,1000,6.8,2.35,0
The Specialist ,38,110,49,20,13000,57362581,Action|Crime|Drama|Romance|Thriller,50148,13331,2,116,Peru,R,45000000,1994,279,5.4,1.85,0
Tin Cup ,48,135,41,808,982,53854588,Comedy|Drama|Romance|Sport,37911,3648,0,73,USA,R,45000000,1996,843,6.3,2.35,1000
"Yours, Mine and Ours ",8,111,5,559,6000,,Comedy|Family,5888,7493,0,61,USA,Unrated,2500000,1968,584,7.2,1.85,0
Kicking & Screaming ,94,95,58,3000,14000,52580895,Comedy|Family|Romance|Sport,30255,27351,1,118,USA,PG,45000000,2005,8000,5.6,2.35,743
The Hitchhiker's Guide to the Galaxy ,276,109,37,651,11000,51019112,Adventure|Comedy|Sci-Fi,155745,14073,0,1053,USA,PG,50000000,2005,2000,6.8,2.35,10000
Fat Albert ,59,93,38,631,1000,48114556,Comedy|Family|Fantasy|Romance,9380,4604,1,91,USA,PG,26000000,2004,641,4.3,2.35,531
Resident Evil: Extinction ,216,94,85,443,14000,50648679,Action|Horror|Sci-Fi|Thriller,149549,16225,1,348,France,R,45000000,2007,706,6.3,2.35,0
Blended ,173,117,153,734,35000,46280507,Comedy|Romance,87165,49743,0,184,USA,PG-13,40000000,2014,11000,6.5,1.85,12000
Last Holiday ,99,112,61,501,1000,38360195,Adventure|Comedy|Drama,21215,3757,1,116,USA,PG-13,45000000,2006,976,6.4,2.35,0
The River Wild ,42,111,161,132,11000,46815748,Action|Adventure|Crime|Thriller,32544,12161,1,69,USA,PG-13,45000000,1994,894,6.3,2.35,0
The Indian in the Cupboard ,25,96,0,563,1000,35617599,Drama|Family|Fantasy,20688,2965,1,47,USA,PG,45000000,1995,845,5.9,1.85,0
Savages ,339,141,0,404,749,47307550,Crime|Drama|Thriller,104301,1948,4,269,USA,R,45000000,2012,463,6.5,2.35,28000
Cellular ,127,94,160,167,550,32003620,Action|Crime|Thriller,79141,1102,1,355,USA,PG-13,25000000,2004,216,6.5,2.35,2000
Johnny English ,122,87,29,252,427,27972410,Action|Adventure|Comedy,114692,1461,1,285,UK,PG,35000000,2003,304,6.1,1.85,2000
The Ant Bully ,105,88,8,8000,12000,28133159,Adventure|Animation|Comedy|Family|Fantasy,30055,33822,1,70,USA,PG,50000000,2006,11000,5.9,1.85,593
Dune ,144,177,0,202,913,27400000,Action|Adventure|Sci-Fi,97087,2449,3,569,USA,PG-13,40000000,1984,362,6.6,2.35,11000
Across the Universe ,156,133,278,107,5000,24343673,Drama|Fantasy|Musical|Romance,91860,5405,0,524,USA,PG-13,45000000,2007,117,7.4,2.35,14000
Revolutionary Road ,323,119,0,10000,29000,22877808,Drama|Romance,152591,53895,0,414,USA,R,35000000,2008,14000,7.3,2.35,0
